hour,hour_of_day,day_of_year,it_load_kw,facility_load_kw,utilization,scenario
0,0,0,7725.3,10042.9,0.8118,ai_heavy
1,1,0,7428.3,9656.7,0.8172,ai_heavy
2,2,0,7672.0,9973.7,0.8244,ai_heavy
3,3,0,7289.6,9476.5,0.8335,ai_heavy
4,4,0,7774.4,10106.8,0.8449,ai_heavy
5,5,0,7541.4,9803.8,0.8584,ai_heavy
6,6,0,7601.2,9881.5,0.874,ai_heavy
7,7,0,7558.7,9826.4,0.8911,ai_heavy
8,8,0,7441.5,9673.9,0.9092,ai_heavy
9,9,0,7582.7,9857.5,0.9272,ai_heavy
10,10,0,7507.5,9759.7,0.9441,ai_heavy
11,11,0,7850.2,10205.3,0.9588,ai_heavy
12,12,0,7601.1,9881.5,0.9703,ai_heavy
13,13,0,7314.7,9509.2,0.9775,ai_heavy
14,14,0,7276.3,9459.1,0.98,ai_heavy
15,15,0,7261.9,9440.4,0.9775,ai_heavy
16,16,0,7789.5,10126.3,0.9703,ai_heavy
17,17,0,7367.0,9577.1,0.9588,ai_heavy
18,18,0,7677.0,9980.1,0.9441,ai_heavy
19,19,0,7614.2,9898.4,0.9272,ai_heavy
20,20,0,7541.4,9803.8,0.9092,ai_heavy
21,21,0,7628.0,9916.5,0.8911,ai_heavy
22,22,0,7538.9,9800.6,0.874,ai_heavy
23,23,0,6871.9,8933.5,0.8584,ai_heavy
24,0,1,7338.1,9539.5,0.8118,ai_heavy
25,1,1,7512.7,9766.6,0.8172,ai_heavy
26,2,1,7794.4,10132.7,0.8244,ai_heavy
27,3,1,7819.1,10164.9,0.8335,ai_heavy
28,4,1,7154.6,9300.9,0.8449,ai_heavy
29,5,1,7401.5,9621.9,0.8584,ai_heavy
30,6,1,7150.8,9296.0,0.874,ai_heavy
31,7,1,7872.3,10234.0,0.8911,ai_heavy
32,8,1,7785.7,10121.4,0.9092,ai_heavy
33,9,1,7662.9,9961.7,0.9272,ai_heavy
34,10,1,7646.4,9940.3,0.9441,ai_heavy
35,11,1,7946.6,10330.6,0.9588,ai_heavy
36,12,1,7925.6,10303.3,0.9703,ai_heavy
37,13,1,7924.7,10302.0,0.9775,ai_heavy
38,14,1,7767.3,10097.5,0.98,ai_heavy
39,15,1,7578.3,9851.8,0.9775,ai_heavy
40,16,1,7823.7,10170.8,0.9703,ai_heavy
41,17,1,7817.4,10162.6,0.9588,ai_heavy
42,18,1,7565.0,9834.5,0.9441,ai_heavy
43,19,1,7503.2,9754.2,0.9272,ai_heavy
44,20,1,7813.0,10156.9,0.9092,ai_heavy
45,21,1,7904.9,10276.4,0.8911,ai_heavy
46,22,1,7334.6,9535.0,0.874,ai_heavy
47,23,1,7420.9,9647.1,0.8584,ai_heavy
48,0,2,7488.1,9734.5,0.8118,ai_heavy
49,1,2,7526.4,9784.3,0.8172,ai_heavy
50,2,2,7312.4,9506.2,0.8244,ai_heavy
51,3,2,7863.1,10222.1,0.8335,ai_heavy
52,4,2,7554.1,9820.3,0.8449,ai_heavy
53,5,2,7599.2,9879.0,0.8584,ai_heavy
54,6,2,7899.2,10269.0,0.874,ai_heavy
55,7,2,7427.6,9655.9,0.8911,ai_heavy
56,8,2,7536.0,9796.8,0.9092,ai_heavy
57,9,2,7298.0,9487.4,0.9272,ai_heavy
58,10,2,7569.2,9839.9,0.9441,ai_heavy
59,11,2,7289.7,9476.7,0.9588,ai_heavy
60,12,2,7819.3,10165.1,0.9703,ai_heavy
61,13,2,7755.1,10081.6,0.9775,ai_heavy
62,14,2,7598.6,9878.2,0.98,ai_heavy
63,15,2,7635.5,9926.2,0.9775,ai_heavy
64,16,2,7822.4,10169.1,0.9703,ai_heavy
65,17,2,7370.6,9581.8,0.9588,ai_heavy
66,18,2,7655.1,9951.6,0.9441,ai_heavy
67,19,2,7742.2,10064.9,0.9272,ai_heavy
68,20,2,7152.1,9297.7,0.9092,ai_heavy
69,21,2,7683.7,9988.8,0.8911,ai_heavy
70,22,2,7126.5,9264.4,0.874,ai_heavy
71,23,2,7453.6,9689.6,0.8584,ai_heavy
72,0,3,7151.4,9296.9,0.8118,ai_heavy
73,1,3,7736.6,10057.6,0.8172,ai_heavy
74,2,3,7171.0,9322.3,0.8244,ai_heavy
75,3,3,7074.1,9196.4,0.8335,ai_heavy
76,4,3,7489.5,9736.3,0.8449,ai_heavy
77,5,3,7387.1,9603.3,0.8584,ai_heavy
